,text,labels
49,He subsequently developed cardiogenic shock and was treated with vasoactive drugs .,O O O O O O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O O O O O O O B-Medication Medication I-Medication Medication O
50,In spite of the treatment he became oliguric and his liver enzymes were rising .,O O O O O O O O O O O O O O O B-Sign_symptom Sign_symptom O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O
51,He was referred to our hospital for further treatment .,O O O O O B-Clinical_event Clinical_event O O O O B-Nonbiological_location Nonbiological_location O O O O O O O
52,"On admission the blood pressure was 90/60 mmHg , despite infusion with noradrenaline .",O O O B-Clinical_event Clinical_event O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value O O O O B-Administration Administration O O B-Medication Medication O
53,His heart rate was 130 / minute and his temperature was 38.4 °C .,O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O O O B-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value O
54,A thoracic computed tomography scan did not show pulmonary embolism .,O O O B-Biological_structure Biological_structure B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
55,Echocardiography revealed biventricular failure and left ventricular end diastolic diameter was 7 cm .,O B-Diagnostic_procedure Diagnostic_procedure O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Distance Distance I-Distance Distance O
56,The left ventricle was severely hypokinetic with an ejection fraction ( EF ) of 20 % – 25 % .,O O O B-Biological_structure Biological_structure I-Biological_structure Biological_structure O O B-Severity Severity B-Lab_value Lab_value O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O
57,"The left ventricular end diastolic pressure was markedly elevated , and there was a moderate mitral regurgitation .",O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value O O O O O O O O O O B-Lab_value Lab_value B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
58,Intermittent hemodialysis was initiated .,O B-Detailed_description Detailed_description B-Therapeutic_procedure Therapeutic_procedure O O O O O
59,"His liver function improved slightly , but despite dialysis the renal function deteriorated with increasing creatinine values .",O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value B-Severity Severity O O O O O O B-Coreference Coreference O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value O O B-Lab_value Lab_value B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O
60,After three days there was a further worsening of the left ventricular systolic function with an ejection fraction of 10 % – 12 % and marked pulmonary hypertension with systolic pulmonary pressure estimated to 30 mmHg .,O B-Date Date I-Date Date I-Date Date O O O O O O O O B-Lab_value Lab_value O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value I-Lab_value Lab_value O
61,The clinical picture resembled dilated cardiomyopathy with low output failure causing renal and liver failure .,O O O O O O O O O B-Detailed_description Detailed_description B-Disease_disorder Disease_disorder O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Biological_structure Biological_structure O O B-Biological_structure Biological_structure B-Sign_symptom Sign_symptom O
62,We suspected drug - induced cardiomyopathy and methylphenidate and quetiapine fumarate were discontinued .,O O O O O B-Detailed_description Detailed_description I-Detailed_description Detailed_description I-Detailed_description Detailed_description B-Coreference Coreference O O B-Medication Medication O O B-Medication Medication I-Medication Medication O O O O O
63,"Screening for infectious pathogens , immunological markers , and iron or amyloid deposition were all negative .",O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value O
64,"After three days he was transferred to the National Hospital ( Rikshospitalet , Oslo ) with ongoing noradrenaline and dobutamine infusions .",O B-Date Date I-Date Date I-Date Date O O O O B-Clinical_event Clinical_event O O O O B-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location O O O O B-Medication Medication O O B-Medication Medication B-Administration Administration O
65,Shortly after admission an intraaortic balloon pump ( IABP ) was inserted and noradrenaline was replaced by nitroprusside .,O O O O O B-Clinical_event Clinical_event O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O O B-Therapeutic_procedure Therapeutic_procedure O O O O O O O O B-Coreference Coreference O O O O O O B-Medication Medication O
66,Coronary angiography was normal .,O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O
67,Endomyocardial biopsy from the right ventricle did not reveal any distinct myocardial pathology .,O B-Biological_structure Biological_structure B-Diagnostic_procedure Diagnostic_procedure O O O O B-Biological_structure Biological_structure I-Biological_structure Biological_structure O O O O O O O O O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O
68,"On treatment with IABP , nitroprusside , and dialysis , the clinical situation gradually improved and the liver function returned to normal .",O O O O O O O B-Coreference Coreference O O B-Coreference Coreference O O O O B-Therapeutic_procedure Therapeutic_procedure O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value O
69,His renal function also improved with increasing diuresis and creatinine fell from 798 to 98 μmol / l .,O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O O O O B-Sign_symptom Sign_symptom O O B-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O
70,His EF was still markedly reduced ( 15 % ) .,O O O B-Diagnostic_procedure Diagnostic_procedure O O O O O O B-Lab_value Lab_value O O B-Lab_value Lab_value I-Lab_value Lab_value O O O
71,"Because of behavioral problems and adipose stature , he was denied a heart transplant .",O O O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O O O O O B-Clinical_event Clinical_event O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O
72,"He was treated with IABP for 26 days , and after 28 days he was transferred back to our hospital .",O O O O O O O O O B-Coreference Coreference O O B-Duration Duration I-Duration Duration O O O O B-Duration Duration I-Duration Duration I-Duration Duration O O O O B-Clinical_event Clinical_event O O O O B-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location O
73,At that time his liver and renal functions were normal .,O O O O O O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O
74,"He was treated with an angiotensin - converting enzyme ( ACE ) - inhibitor , a beta - blocker , and diuretics .",O O O O O O O O O O O B-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication O O O O B-Medication Medication I-Medication Medication I-Medication Medication O O O O B-Medication Medication O
75,During the following two weeks his clinical status improved and he was subsequently discharged to his home .,O O O O O O O B-Duration Duration I-Duration Duration O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value O O O O O O O O B-Clinical_event Clinical_event O O B-Nonbiological_location Nonbiological_location I-Nonbiological_location Nonbiological_location O
76,The echocardiography still showed markedly dilated left ventricle with EF of 20 % .,O O O B-Diagnostic_procedure Diagnostic_procedure O O O O O O B-Lab_value Lab_value B-Biological_structure Biological_structure I-Biological_structure Biological_structure O O B-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value O
77,"In March 2007 , his clinical status was improved and he was in function class II ( New York Heart Association ) with an EF estimated by echocardiography to 30 % – 35 % .",O O O B-Date Date I-Date Date O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O O O O O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value O O B-Detailed_description Detailed_description I-Detailed_description Detailed_description I-Detailed_description Detailed_description I-Detailed_description Detailed_description O O O O O O B-Diagnostic_procedure Diagnostic_procedure O O O O B-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O
78,A 74 - year - old man was referred to our hospital in November 2000 because of liver dysfunction detected during a medical checkup .,O O O B-Age Age I-Age Age I-Age Age I-Age Age I-Age Age B-Sex Sex O O B-Clinical_event Clinical_event O O O O B-Nonbiological_location Nonbiological_location O O B-Date Date I-Date Date O O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O O O O O B-Clinical_event Clinical_event I-Clinical_event Clinical_event O
79,The patient had been diagnosed with nephrotic syndrome in 1995 .,O O O O O O O O O O O O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O B-Date Date O
80,"Laboratory examinations showed elevated serum hepatobiliary enzymes and IgM , and the presence of antimitochondrial antibodies .",O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure O O O O O O B-Lab_value Lab_value O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O
81,Serologic markers for Hepatitis B and C viruses were negative .,O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O O O O O B-Lab_value Lab_value O
82,Histopathologic examination of a liver biopsy specimen obtained at laparoscopy revealed non-suppurative destructive cholangitis in the portal area ( Figure 1 ) .,O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Biological_structure Biological_structure B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Therapeutic_procedure Therapeutic_procedure O O B-Detailed_description Detailed_description I-Detailed_description Detailed_description B-Disease_disorder Disease_disorder O O O O B-Biological_structure Biological_structure I-Biological_structure Biological_structure O O O O O O O O O
83,"The diagnosis of PBC ( Scheuer stage 3 ) was confirmed and ursodeoxycholic acid , 900 mg daily , was started .",O O O O O O O B-Disease_disorder Disease_disorder O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O O O O O O O B-Medication Medication I-Medication Medication O O B-Dosage Dosage I-Dosage Dosage B-Frequency Frequency O O O O O O O
84,"In January and June 2002 , the patient underwent endoscopic variceal ligation plus endoscopic injection sclerotherapy as well as argon plasma coagulation for worsening esophageal varices .",O O O B-Date Date I-Date Date I-Date Date I-Date Date O O O O O O O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O O O O O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O O B-Severity Severity B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
85,"In September 2007 , the patient was admitted for the treatment of recurrent esophageal varices .",O O O B-Date Date I-Date Date O O O O O O O O B-Clinical_event Clinical_event O O O O O O O O B-Severity Severity B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
86,"The platelet count had ranged between 52 × 109 / L and 69 × 109 / L for several years , but it was noted to decrease from 61 × 109 / L in June 2007 to 8 × 109 / L just before admission .",O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O B-Duration Duration I-Duration Duration O O O O B-Coreference Coreference O O O O O O B-Lab_value Lab_value O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O B-Date Date I-Date Date O O B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value B-Date Date I-Date Date I-Date Date O
87,"Before the deterioration of thrombocytopenia , the patient had no infectious diseases and received no other medication .",O O O O O B-Detailed_description Detailed_description O O B-Sign_symptom Sign_symptom O O O O O O O O O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O O O O O O O B-Medication Medication O
88,"On admission , the patient had neither purpura nor bleeding episodes .",O O O B-Date Date O O O O O O O O O O B-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
89,Table 1 shows the laboratory data on admission .,O O O O O O O O O O O O O O O O O O
90,The platelet - associated IgG level was markedly high .,O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Detailed_description Detailed_description B-Lab_value Lab_value O
91,Bone marrow biopsy revealed normocellular marrow without cellular atypia .,O B-Biological_structure Biological_structure I-Biological_structure Biological_structure B-Diagnostic_procedure Diagnostic_procedure O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
92,"Ultrasonography and magnetic resonance imaging revealed a cirrhotic liver with splenomegaly , ascites , and gallstones .",O B-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Sign_symptom Sign_symptom B-Biological_structure Biological_structure O O B-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom O O O O B-Sign_symptom Sign_symptom O
93,The spleen size had remained unchanged from previous imaging examinations .,O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Lab_value Lab_value O O B-Detailed_description Detailed_description B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O
94,"Based on these findings , the association of PBC ( decompensated liver cirrhosis ) with ITP was diagnosed .",O O O O O O O O O O O O O O O O O B-Disease_disorder Disease_disorder O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O O O B-Disease_disorder Disease_disorder O O O O O
95,"Human leukocyte antigen ( HLA ) genotyping determined by polymerase chain reaction - sequencing - based typing or polymerase chain reaction - sequence specific primers ( SRL , Inc. , Tokyo , Japan ) detected A * 02010101 , B * 400201 , C * 030401 , C * 07020101 , DPB1 * 0501 , DQA1 * 0103 , DQA1 * 030101 , DQB1 * 030201 , DQB1 * 060101 , DRB1 * 080201 , and DRB1 * 080302 .",O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O O O O O O O O O O O O O O O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O
96,The 13C urea breath test for H pylori infection was negative .,O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O B-Lab_value Lab_value O
97,Figure 2 shows the clinical course .,O O O O O O O O O O O O O O
98,"Oral prednisolone , 30 mg daily , for ITP was started on day 11 , and diuretic therapy combined with albumin infusion for ascites was performed .",O B-Administration Administration B-Medication Medication O O B-Dosage Dosage I-Dosage Dosage B-Frequency Frequency O O O O B-Coreference Coreference O O O O O O B-Date Date I-Date Date O O O O B-Medication Medication I-Medication Medication O O O O B-Medication Medication I-Medication Medication O O B-Sign_symptom Sign_symptom O O O O O
99,"As the platelet count did not increase notably , pulse therapy with intravenous methylprednisolone , 1 g daily , was added on d 22 to 24 .",O O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value I-Lab_value Lab_value O O B-Medication Medication I-Medication Medication O O B-Administration Administration B-Medication Medication O O B-Dosage Dosage I-Dosage Dosage B-Frequency Frequency O O O O O O O O B-Duration Duration I-Duration Duration I-Duration Duration I-Duration Duration O
100,"However , the response was weak and temporary .",O O O O O O O B-Coreference Coreference O O B-Lab_value Lab_value O O B-Detailed_description Detailed_description O
101,"On d 31 , mild melena was identified .",O O O B-Date Date I-Date Date O O B-Severity Severity B-Sign_symptom Sign_symptom O O O O O
102,"The patient was given a trial of intravenous immune gamma globulin therapy , 25 g daily , on d 32 to 36 , combined with a second round of intravenous methylprednisolone pulse therapy on d 32 to 34 .",O O O O O O O O O O O B-Detailed_description Detailed_description O O B-Administration Administration B-Medication Medication I-Medication Medication I-Medication Medication I-Medication Medication O O B-Dosage Dosage I-Dosage Dosage B-Frequency Frequency O O O O B-Duration Duration I-Duration Duration I-Duration Duration I-Duration Duration O O O O O O O O B-Detailed_description Detailed_description I-Detailed_description Detailed_description O O B-Administration Administration B-Medication Medication I-Medication Medication I-Medication Medication O O B-Duration Duration I-Duration Duration I-Duration Duration I-Duration Duration O
103,"Because a moderate response was observed , prednisolone was continued , and the platelet count increased slowly .",O O O O O B-Lab_value Lab_value B-Coreference Coreference O O O O O O B-Medication Medication O O B-Clinical_event Clinical_event O O O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure B-Lab_value Lab_value I-Lab_value Lab_value O
104,The ascites was relatively well controlled with diuretics at discharge .,O O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Medication Medication O O B-Clinical_event Clinical_event O
105,"Considering the decompensated liver cirrhosis and the platelet count , we determined the patient required careful follow - up of esophageal varices without prophylactic endoscopic therapy .",O O O O O B-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder I-Disease_disorder Disease_disorder O O O O B-Diagnostic_procedure Diagnostic_procedure I-Diagnostic_procedure Diagnostic_procedure O O O O O O O O O O O O O O B-Clinical_event Clinical_event I-Clinical_event Clinical_event I-Clinical_event Clinical_event O O B-Sign_symptom Sign_symptom I-Sign_symptom Sign_symptom O O B-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure I-Therapeutic_procedure Therapeutic_procedure O
